JobTitle,CompanyURL2,CompanyId,CompanyName,SalaryInsights,NoOfApplicants,CompanyLocation,EmploymentStatus,ExperienceLevel,Industries,Benefits,JobPostingUrl,PostedDate
Data Scientist,https://www.linkedin.com/company/teksystems,2152.0,TEKsystems,,197.0,"San Francisco, CA",Full-time,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3969328449/?trk=jobs_biz_prem_srch,2024-07-12 09:21:57+00:00
"Principal Data Scientist, Machine Learning / AI",https://www.linkedin.com/company/sofi,2301992.0,SoFi,,22.0,"San Francisco, CA",Full-time,,Financial Services,,https://www.linkedin.com/jobs/view/3973820765/?trk=jobs_biz_prem_srch,2024-07-11 22:27:44+00:00
Senior Data Engineer,https://www.linkedin.com/company/tridentconsulting,586645.0,Trident Consulting ,,,"Sunnyvale, CA",Contract,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3974076222/?trk=jobs_biz_prem_srch,2024-07-12 01:15:24+00:00
Senior Staff Data Engineer,https://www.linkedin.com/company/energy-jobline,2379156.0,Energy Jobline,,,"Sunnyvale, CA",Full-time,Mid-Senior level,Staffing and Recruiting,"401(k), Vision insurance",https://www.linkedin.com/jobs/view/3973076847/?trk=jobs_biz_prem_srch,2024-07-12 04:09:41+00:00
Data Analyst,https://www.linkedin.com/company/cybercoders,21836.0,CyberCoders,,330.0,"La Puente, CA",Full-time,Mid-Senior level,Retail Apparel and Fashion,401(k),https://www.linkedin.com/jobs/view/3955124010/?trk=jobs_biz_prem_srch,2024-07-12 09:04:23+00:00
"Senior Staff Data Scientist, Risk Analytics Models",https://www.linkedin.com/company/sofi,2301992.0,SoFi,,15.0,"San Francisco, CA",Full-time,,Financial Services,,https://www.linkedin.com/jobs/view/3973823261/?trk=jobs_biz_prem_srch,2024-07-11 22:27:44+00:00
Data Engineer,,,,,15.0,"Los Angeles, CA",Full-time,,,,https://www.linkedin.com/jobs/view/3971103924/?trk=jobs_biz_prem_srch,2024-07-12 05:15:20+00:00
Marketing Data Analyst,https://www.linkedin.com/company/turo,6645688.0,Turo,,63.0,"San Francisco, CA",Full-time,Mid-Senior level,"Software Development, Technology, Information and Internet, Insurance",Vision insurance,https://www.linkedin.com/jobs/view/3971102411/?trk=jobs_biz_prem_srch,2024-07-12 05:07:36+00:00
"Analyst, Insights & Research",https://www.linkedin.com/company/ketchum,5057.0,Ketchum,,98.0,"Los Angeles, CA",Full-time,Entry level,Public Relations and Communications Services,Paid paternity leave,https://www.linkedin.com/jobs/view/3970435040/?trk=jobs_biz_prem_srch,2024-07-11 16:34:13+00:00
Business Intelligence Analyst - USDS,https://www.linkedin.com/company/tiktok,33246798.0,TikTok,,174.0,"Mountain View, CA",Full-time,,Entertainment Providers,"Medical insurance, Disability insurance, 401(k)",https://www.linkedin.com/jobs/view/3954499925/?trk=jobs_biz_prem_srch,2024-07-12 09:25:09+00:00
Finance Data Scientist - San Jose,https://www.linkedin.com/company/bytedance,6575553.0,ByteDance,,58.0,"San Jose, CA",Full-time,Mid-Senior level,"Technology, Information and Internet","Medical insurance, Disability insurance, 401(k)",https://www.linkedin.com/jobs/view/3955770179/?trk=jobs_biz_prem_srch,2024-07-12 09:22:07+00:00
Research Data Analyst,https://www.linkedin.com/company/ucsf,3028.0,"University of California, San Francisco",,6.0,San Francisco Bay Area,Full-time,,Higher Education,,https://www.linkedin.com/jobs/view/3973470786/?trk=jobs_biz_prem_srch,2024-07-12 08:28:13+00:00
Encounters Data Analyst II,https://www.linkedin.com/company/lacarehealth,27625.0,L.A. Care Health Plan,,299.0,"Los Angeles, CA",Full-time,Entry level,Hospitals and Health Care,,https://www.linkedin.com/jobs/view/3954474067/?trk=jobs_biz_prem_srch,2024-07-11 20:50:55+00:00
Data Analyst (Marketing & CMI) - Remote,https://www.linkedin.com/company/neeeon-digital,75624266.0,Neeeon,,,"San Francisco, CA",Full-time,Entry level,Advertising Services,Vision insurance,https://www.linkedin.com/jobs/view/3973045219/?trk=jobs_biz_prem_srch,2024-07-11 21:41:05+00:00
Senior Data Scientist,https://www.linkedin.com/company/adbakx,76324405.0,Adbakx,,61.0,"California, United States",Contract,Associate,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3973218957/?trk=jobs_biz_prem_srch,2024-07-11 17:33:12+00:00
Senior/Staff Data Engineer,https://www.linkedin.com/company/gatik_ai,18106858.0,Gatik,,47.0,"Mountain View, CA",Full-time,Mid-Senior level,"Software Development, Transportation, Logistics, Supply Chain and Storage",,https://www.linkedin.com/jobs/view/3970459049/?trk=jobs_biz_prem_srch,2024-07-11 20:28:23+00:00
"Staff Data Scientist, Dashboard Analytics",https://www.linkedin.com/company/joinsquare,675562.0,Square,,56.0,"San Francisco, CA",Full-time,Associate,Software Development,Dental insurance,https://www.linkedin.com/jobs/view/3973818792/?trk=jobs_biz_prem_srch,2024-07-11 22:21:44+00:00
Senior Technical BI Data analyst (Full time),https://www.linkedin.com/company/veridian-tech-solutions-inc.,33125878.0,"Veridian Tech Solutions, Inc.",,21.0,"Sunnyvale, CA",Full-time,,,,https://www.linkedin.com/jobs/view/3970458226/?trk=jobs_biz_prem_srch,2024-07-11 20:41:30+00:00
Customer Data Analyst (SF),https://www.linkedin.com/company/persona-identities,18850692.0,Persona,,20.0,"San Francisco, CA",Full-time,,"IT Services and IT Consulting, Security and Investigations, Software Development",,https://www.linkedin.com/jobs/view/3974205026/?trk=jobs_biz_prem_srch,2024-07-12 03:43:26+00:00
Sr. Data Engineer,https://www.linkedin.com/company/providence-health-and-services,165568.0,Providence Health & Services,,6.0,"Healdsburg, CA",Full-time,Mid-Senior level,Hospitals and Health Care,"401(k), Disability insurance",https://www.linkedin.com/jobs/view/3970464403/?trk=jobs_biz_prem_srch,2024-07-11 21:42:03+00:00
